Tanggal Transaksi,Nama Resto,Tipe Pesanan,Nomor Pesanan,Rating untuk Resto,Review,Nama Menu,Tag yang Dipilih
"Oct 23 2025, 15:05","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3012821358,5,,"1/2 Ekor Ayam Western, Sambel Ijo","CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_PORTION"
"Oct 23 2025, 13:01","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3012714256,5,,1 Ekor Ayam Original,
"Oct 23 2025, 12:56","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3012708855,5,,1/4 Ekor Ayam Western,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION"
"Oct 23 2025, 12:23","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3012672740,4,,Paket Duo Original dan Western,
"Oct 23 2025, 12:00","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3012643431,5,,Paket Berkah 2 Kebuli,
"Oct 23 2025, 09:47","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3012488968,5,,Paket Berkah 1 Putih,
"Oct 23 2025, 09:17","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3012468729,5,,Paket Berkah 1 Putih,
"Oct 22 2025, 21:12","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3012298259,5,,Paket Berkah 2 Kebuli,
"Oct 22 2025, 20:18","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3012244573,5,,1 Ekor Ayam Western,
"Oct 22 2025, 19:03","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3012142816,5,,Paket Mabar 4 Mandhi,
"Oct 22 2025, 18:52","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3012127210,5,,Paket Mabar 2 Kebuli,
"Oct 22 2025, 17:01","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3011983415,5,,1 Ekor Ayam Western,
"Oct 22 2025, 16:29","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3011949846,5,,1/2 Ekor Ayam Original,
"Oct 22 2025, 15:17","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3011886758,5,,1 Ekor Ayam Western,
"Oct 22 2025, 14:10","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3011832709,5,,Paket Berkah 2 Kebuli,
"Oct 22 2025, 13:15","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3011785575,5,,Paket Mabar 4 Kebuli,
"Oct 22 2025, 13:05","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3011776799,5,,Paket Berkah 1 Putih,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 22 2025, 12:28","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3011737889,5,,Paket Mabar 2 Kebuli,
"Oct 22 2025, 12:26","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3011735710,5,,"Es Teh, Sambel Tomat, 1/4 Ekor Ayam Western",
"Oct 21 2025, 20:39","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3011343493,5,,Paket Berkah 1 Putih,
"Oct 21 2025, 18:49","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3011206764,5,,"Nasi Putih, 1 Ekor Ayam Western",
"Oct 21 2025, 18:48","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3011205402,5,,"Nasi Kebuli, 1 Ekor Ayam Original",
"Oct 21 2025, 17:12","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3011070423,5,,"1 Ekor Ayam Original, Nasi Mandhi, Nasi Kebuli","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
"Oct 21 2025, 16:54","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3011050149,5,,Paket Duo Original dan Western,
"Oct 21 2025, 14:14","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3010912253,5,,Paket Berkah 2 Kebuli,
"Oct 21 2025, 13:56","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3010897534,5,,"1 Ekor Ayam Western, Sambel Tomat, Paket Berkah 1 Putih",
"Oct 21 2025, 12:54","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3010841907,5,mantafff makanannya,Paket Mabar 4 Kebuli,CANNED_RESPONSE_TASTE
"Oct 21 2025, 11:41","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3010754859,1,,Paket Berkah 1 Putih,CANNED_RESPONSE_TASTE
"Oct 21 2025, 10:35","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3010672341,5,,Paket Berkah 1 Putih,
"Oct 21 2025, 09:58","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3010637791,5,,Paket Duo Original dan Western,
"Oct 21 2025, 09:29","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3010618790,5,,Paket Mabar 4 Kebuli,
"Oct 21 2025, 09:18","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3010612244,5,,"Nasi Kebuli, 1 Ekor Ayam Original",CANNED_RESPONSE_TASTE
"Oct 20 2025, 18:19","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3010256887,5,,1 Ekor Ayam Western,
"Oct 20 2025, 18:11","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3010244694,5,,"Sambel Ijo, Sambel Korek, 1/2 Ekor Ayam Western, Sambel Dower",
"Oct 20 2025, 17:50","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3010216901,5,,Paket Mabar 1 Putih,
"Oct 20 2025, 17:16","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3010173284,5,,"Paket Berkah 2 Kebuli, Paket Berkah 3 Mandhi",
"Oct 20 2025, 17:04","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3010159371,5,,"Sambel Ijo, Nasi Mandhi, 1 Ekor Ayam Original","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
"Oct 20 2025, 16:48","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3010141752,5,,"Nasi Mandhi, 1 Ekor Ayam Original, Nasi Kebuli, Cheese Sauce, Blackpaper Sauce, Nasi Putih","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION"
"Oct 20 2025, 16:25","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3010118364,5,,1/4 Ekor Ayam Western,
"Oct 20 2025, 16:17","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3010110185,5,,"Nasi Kebuli, 1/2 Ekor Ayam Western",
"Oct 20 2025, 16:03","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3010097544,5,,"BBQ Sauce, Nasi Mandhi, 1/2 Ekor Ayam Western",
"Oct 20 2025, 15:02","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3010045949,5,,"1/2 Ekor Ayam Original, Paket Berkah 2 Kebuli","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_PACKAGING"
"Oct 20 2025, 12:50","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3009932044,5,,"1/2 Ekor Ayam Original, Sambel Tomat, Es Teh",
"Oct 20 2025, 12:28","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3009908580,5,,Paket Duo Original dan Western,
"Oct 20 2025, 10:56","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3009790202,4,,"Nasi Kebuli, 1/2 Ekor Ayam Western",CANNED_RESPONSE_TASTE
"Oct 20 2025, 10:48","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3009781393,1,"aku beli paket berkah gadiisi sambel, extra sauce hot cheese juga ga dikirim","Paket Berkah 1 Putih, Hot Cheese Sauce",
"Oct 19 2025, 20:01","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3009491705,5,,Paket Berkah 1 Putih,
"Oct 19 2025, 19:23","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3009441430,5,,Paket Berkah 1 Putih,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE"
"Oct 19 2025, 19:06","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3009416019,5,"sambel nya juara banget,, bener² suka banget dengan sambel nya.. AQ kalok makan lebih mendahulukan rasa sambel nya. kalok sambel enak otomatis semuanya ikut enak😋",Paket Berkah 2 Kebuli,CANNED_RESPONSE_TASTE
"Oct 19 2025, 18:13","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3009329619,5,,Paket Berkah 2 Kebuli,
"Oct 19 2025, 17:56","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3009302830,5,,"Paket Mabar 2 Kebuli, 1/2 Ekor Ayam Original",
"Oct 19 2025, 17:21","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3009252578,5,,Paket Mabar 4 Kebuli,CANNED_RESPONSE_TASTE
"Oct 19 2025, 17:06","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3009233951,5,,Paket Mabar 4 Mandhi,
"Oct 19 2025, 16:20","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3009178995,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_HYGIENE"
"Oct 19 2025, 15:37","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3009133256,5,,1 Ekor Ayam Original,
"Oct 19 2025, 15:19","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3009114815,1,pesan 1 ekor dpt 1/2 ekor kecewa sekali sih,"Sambel Dower, 1 Ekor Ayam Original",CANNED_RESPONSE_PORTION
"Oct 19 2025, 15:14","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3009109591,5,,"1 Ekor Ayam Western, Sambel Korek",
"Oct 19 2025, 13:10","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3008965938,5,,Paket Mabar 4 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_VALUE"
"Oct 19 2025, 11:52","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3008846671,5,,"Paket Mabar 1 Putih, Paket Mabar 1 Kebuli",
"Oct 19 2025, 11:42","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3008829633,5,,"Cheese Sauce, 1 Ekor Ayam Western",
"Oct 19 2025, 11:20","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3008793926,5,,Paket Mabar 4 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 19 2025, 11:19","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3008793032,5,,"Sambel Korek, 1 Ekor Ayam Western",
"Oct 19 2025, 11:14","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3008785436,5,,"Cheese Sauce, Cheese Burger, Onion Mayo Sauce, Nasi Kebuli, 1 Ekor Ayam Original, BBQ Sauce",
"Oct 19 2025, 11:08","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3008776010,5,,"Cheese Sauce, 1 Ekor Ayam Original",
"Oct 19 2025, 10:56","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3008757812,5,,Paket Berkah 2 Kebuli,CANNED_RESPONSE_TASTE
"Oct 19 2025, 10:51","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3008750259,5,,Paket Berkah 2 Kebuli,
"Oct 19 2025, 10:50","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3008748661,5,,"1/2 Ekor Ayam Western, Nasi Kebuli, Sambel Ijo",
"Oct 19 2025, 10:28","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3008719167,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 19 2025, 10:24","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3008714451,5,,"Squash Orange, Cheese Sauce, 1/4 Ekor Ayam Western, Nasi Putih",
"Oct 19 2025, 09:55","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3008680811,5,,"Nasi Kebuli, Nasi Putih, BBQ Sauce, 1/4 Ekor Ayam Original",CANNED_RESPONSE_TASTE
"Oct 19 2025, 09:50","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3008676257,4,,Paket Berkah 2 Kebuli,
"Oct 19 2025, 09:32","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3008659992,5,,1/2 Ekor Ayam Original,
"Oct 19 2025, 09:22","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3008650833,5,,Paket Berkah 2 Kebuli,
"Oct 19 2025, 08:58","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3008632016,5,,"Paket Mabar 1 Kebuli, Squash Orange, BBQ Sauce, Squash Melon","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 19 2025, 08:44","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3008623224,5,,1 Ekor Ayam Original,
"Oct 19 2025, 08:40","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3008620303,4,,"Nasi Kebuli, 1 Ekor Ayam Western","CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_PRICE, CANNED_RESPONSE_VALUE"
"Oct 18 2025, 19:58","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3008363902,1,"Pesanan Kurang, Bayar Extra Sambel tapi sambel ga ada samsek","Paket Berkah 2 Kebuli, Paket Mabar 2 Kebuli",CANNED_RESPONSE_ORDER
"Oct 18 2025, 19:02","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3008281419,5,,"Nasi Kebuli, 1 Ekor Ayam Original",
"Oct 18 2025, 18:42","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3008247490,5,,"Cheese Burger, 1/4 Ekor Ayam Original",
"Oct 18 2025, 18:26","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3008220208,5,,Paket Berkah 2 Kebuli,
"Oct 18 2025, 17:28","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3008135802,5,,"Hot Cheese Sauce, Sambel Dower, Sambel Ijo, 1 Ekor Ayam Original","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE"
"Oct 18 2025, 17:14","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3008118552,5,,"1 Ekor Ayam Original, 1/2 Ekor Ayam Western",
"Oct 18 2025, 16:31","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3008070624,5,,1 Ekor Ayam Original,
"Oct 18 2025, 15:55","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3008034988,5,,"Hot Cheese Sauce, Nasi Putih, 1/2 Ekor Ayam Western, Sambel Korek",CANNED_RESPONSE_TASTE
"Oct 18 2025, 14:53","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3007976380,5,,"1 Ekor Ayam Western, Nasi Putih, Nasi Kebuli",
"Oct 18 2025, 14:44","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3007967378,5,,Paket Berkah 3 Mandhi,
"Oct 18 2025, 14:35","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3007958792,5,,"Paket Mabar 1 Kebuli, 1 Ekor Ayam Original, Squash Lychee",
"Oct 18 2025, 10:47","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3007650038,5,,Paket Berkah 2 Kebuli,
"Oct 18 2025, 10:38","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3007639376,5,,"Nasi Kebuli, Hot Cheese Sauce, 1/2 Ekor Ayam Original",
"Oct 18 2025, 10:28","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3007625860,5,,"Squash Melon, 1/2 Ekor Ayam Western, Blackpaper Sauce, Nasi Kebuli, Hot Cheese Sauce, Korean Samyang Sauce",
"Oct 18 2025, 10:07","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3007601632,5,,Paket Berkah 2 Kebuli,
"Oct 18 2025, 10:07","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3007601638,5,,Paket Berkah 2 Kebuli,
"Oct 18 2025, 09:35","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3007573117,5,,"1/4 Ekor Ayam Western, Paket Berkah 1 Putih, French Fries","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 18 2025, 09:32","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3007570848,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING"
"Oct 18 2025, 09:31","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3007569989,5,,Paket Berkah 2 Kebuli,
"Oct 18 2025, 08:17","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3007519217,5,,"Paket Berkah 1 Putih, Paket Berkah 2 Kebuli",
"Oct 17 2025, 22:08","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3007398464,5,,"Nasi Putih, 1 Ekor Ayam Original",
"Oct 17 2025, 18:46","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3007189560,5,,Paket Duo Original,
"Oct 17 2025, 18:39","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3007178905,5,,Paket Mabar 4 Kebuli,
"Oct 17 2025, 17:54","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3007117667,5,,1 Ekor Ayam Western,
"Oct 17 2025, 17:36","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3007094598,5,,1/2 Ekor Ayam Original,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION"
"Oct 17 2025, 17:10","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3007065350,5,,"Nasi Kebuli, Korean Samyang Sauce, Sambel Korek, 1 Ekor Ayam Western",
"Oct 17 2025, 16:44","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3007039169,5,,Paket Berkah 2 Kebuli,
"Oct 17 2025, 16:42","Ayam Guling Enakko, Mengwi",Gofood Delivery,F-3007037007,5,,"Nasi Mandhi, 1/2 Ekor Ayam Original, Squash Pineapple, Squash Manggo, Nasi Kebuli",CANNED_RESPONSE_TASTE
"Oct 17 2025, 16:39","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3007034744,5,,"Paket Duo Original, Sambel Korek",
"Oct 17 2025, 16:36","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3007031468,5,,"1/2 Ekor Ayam Original, Nasi Kebuli, Sambel Ijo",
"Oct 17 2025, 16:31","Ayam Guling Enakko, Ahmad Yani",Gofood Delivery,F-3007026659,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_FRESHNESS"
"Oct 17 2025, 14:28","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3006922787,5,,1 Ekor Ayam Western,
"Oct 17 2025, 11:52","Ayam Guling Enakko, Raya Kuta",Gofood Delivery,F-3006751741,5,,Paket Mabar 4 Kebuli,
"Oct 17 2025, 09:57","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3006614409,5,,"Paket Berkah 2 Kebuli, Paket Mabar 1 Putih","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_CUTLERY, CANNED_RESPONSE_PACKAGING"
"Oct 17 2025, 09:43","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3006603714,5,,"Sambel Korek, Paket Duo Original, Cheese Sauce, BBQ Sauce",
"Oct 17 2025, 09:38","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3006600034,5,,"Paket Berkah 1 Putih, Paket Berkah 2 Kebuli, Paket Berkah 2 Kebuli",
"Oct 17 2025, 08:57","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3006573812,5,,"Paket Berkah 1 Putih, Paket Berkah 2 Kebuli","CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 17 2025, 08:32","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3006561323,5,,1 Ekor Ayam Western,
"Oct 16 2025, 20:17","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3006378882,5,,"1/2 Ekor Ayam Original, Nasi Putih",
"Oct 16 2025, 19:28","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3006321695,5,,Paket Berkah 2 Kebuli,
"Oct 16 2025, 17:14","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3006136414,5,,Paket Duo Original dan Western,
"Oct 16 2025, 16:48","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3006106427,5,,1 Ekor Ayam Western,
"Oct 16 2025, 16:17","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3006076130,5,,"Sambel Ijo, 1 Ekor Ayam Original",
"Oct 16 2025, 15:52","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3006053499,5,,1 Ekor Ayam Western,
"Oct 16 2025, 15:42","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3006045348,5,Bestttt murah enak,"Cheese Sauce, 1 Ekor Ayam Western",
"Oct 16 2025, 15:39","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3006042448,5,,Paket Mabar 4 Putih,
"Oct 16 2025, 15:16","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3006023479,5,,"Paket Duo Original dan Western, Nasi Mandhi",
"Oct 16 2025, 14:43","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3005997245,5,,Paket Mabar 4 Kebuli,
"Oct 16 2025, 11:03","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3005756515,1,Saya order dada dan sudah saya kasih note tetapi yg datang paha keduanya,"1/4 Ekor Ayam Western, Nasi Mandhi",
"Oct 16 2025, 10:41","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3005730686,5,,Paket Berkah 2 Kebuli,
"Oct 16 2025, 10:05","Ayam Guling Enakko, Dalung",Gofood Delivery,F-3005694943,5,,Paket Berkah 2 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 16 2025, 09:30","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3005670739,5,,Paket Mabar 1 Kebuli,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_CUTLERY"
"Oct 16 2025, 09:28","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3005669260,5,,1 Ekor Ayam Original,
"Oct 16 2025, 09:13","Ayam Guling Enakko, Tangkuban Perahu",Gofood Delivery,F-3005660019,5,,Paket Berkah 2 Kebuli,
"Oct 16 2025, 09:12","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3005659580,5,,"Nasi Kebuli, 1/2 Ekor Ayam Western",
"Oct 16 2025, 08:48","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3005646291,5,,1/2 Ekor Ayam Western,
"Oct 16 2025, 07:58","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3005624021,5,,"Sambel Ijo, 1 Ekor Ayam Western",
"Oct 15 2025, 20:10","Ayam Guling Enakko, Denpasar",Gofood Delivery,F-3005452409,5,,Paket Berkah 1 Putih,
"Oct 15 2025, 19:57","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3005438624,5,pertama kali cobaa dan kaget bgtt seenak itu bjirr 😭❤️ autoo repurchase lg 🥹🥹❤️,1 Ekor Ayam Original,"CANNED_RESPONSE_FRESHNESS, CANNED_RESPONSE_TASTE, CANNED_RESPONSE_HYGIENE, CANNED_RESPONSE_VALUE, CANNED_RESPONSE_PACKAGING, CANNED_RESPONSE_PORTION"
"Oct 15 2025, 18:50","Ayam Guling Enakko, Pulau Kawe",Gofood Delivery,F-3005349967,5,,Paket Mabar 2 Kebuli,"CANNED_RESPONSE_TASTE, CANNED_RESPONSE_PORTION"
"Oct 15 2025, 18:22","Ayam Guling Enakko Dalung Permai, Jalan Perum Dalung Permai",Gofood Delivery,F-3005307376,5,,Paket Mabar 2 Mandhi,
"Oct 15 2025, 18:21","Ayam Guling Enakko, Pemogan",Gofood Delivery,F-3005305033,5,,"Paket Berkah 3 Mandhi, 1/2 Ekor Ayam Western",CANNED_RESPONSE_PORTION
